problem,addition,subtraction,multiplication,division
Sophie picked 15 barrels of cherries. She put 444 cherries in each barrel. How many cherries did Sophie pick in all?,0,0,1,0
Hazel picked 2 baskets of blueberries. She put 301 berries in each basket. How many blueberries did Hazel pick in all?,0,0,1,0
A soup company ordered 2 shipments of carrots. There were 403 carrots in each shipment. How many carrots did the company order in all?,0,0,1,0
A university building has 4 lecture halls. There are 441 seats in each lecture hall. How many seats are there in all?,0,0,1,0
Colleen's town has 7 schools. Each school has 100 students. How many students are there in Colleen's town?,0,0,1,0
There are 3 jars of jelly beans on a table. Each jar contains 112 jelly beans. How many jelly beans are there in all?,0,0,1,0
A soccer stadium has 14 sections. There are 144 seats in each section. How many seats are there in all?,0,0,1,0
"As part of their charitable giving, 2 food companies sponsored a local food bank. Each company donated 414 cans of food. How many cans of food in total did the companies donate?",0,0,1,0
A chef prepared 3 platters of shrimp. There were 131 shrimp on each platter. How many shrimp did the chef prepare?,0,0,1,0
A grocery store mailed 3 coupons to each person in their town. There are 302 people in the town. How many coupons did the store mail in all?,0,0,1,0
Julie bought 8 jigsaw puzzles. Each puzzle had 312 pieces. How many puzzle pieces did Julie get in all?,0,0,1,0
Cameron's town built a new fence. Each section of the fence has 2 fence posts. The fence has 420 sections. How many fence posts does the fence have in all?,0,0,1,0
A muffin company owns 20 bakeries. Each bakery makes 323 muffins per day. How many muffins in total do the bakeries make each day?,0,0,1,0
"For a school party, the principal bought 3 big bags of candy. There were 132 pieces of candy in each bag. How many pieces of candy did the principal buy in all?",0,0,1,0
A school ordered 350 boxes of paper. There were 222 sheets of paper in each box. How many sheets of paper did the school order in all?,0,0,1,0
"Last year, 3 companies decided to include their coupon in a local coupon pack. Each company had to print 103 copies of their coupon. How many coupons were printed in total?",0,0,1,0
A candy store bought 5 giant jars of candy to display in their windows. Each jar contains 302 pieces of candy. How many piece of candy are there all together?,0,0,1,0
"Last year, 30 companies sponsored a city parade. Each company donated $211 for the parade. How much money was donated for the parade?",0,0,1,0
Reba worked as a camp counselor for 24 days. She earned $101 per day. How much money did Reba earn?,0,0,1,0
Karen's mother gave her 9 packages of stickers. There were 340 stickers in each package. How many stickers did Karen's mother give her in all?,0,0,1,0
A furniture company sent 3 advertisements to each person in town. There are 321 people in the town. How many advertisements did the company send in all?,0,0,1,0
A juice company ordered 37 shipments of oranges. There were 110 oranges in each shipment. How many oranges did the company order in all?,0,0,1,0
Helen picked 8 barrels of cherries. She put 130 cherries in each barrel. How many cherries did Helen pick in all?,0,0,1,0
A fast food restaurant ordered 200 shipments of plastic straws. There were 104 straws in each shipment. How many straws did the restaurant order?,0,0,1,0
A cineplex has 6 movie theaters. There are 320 seats in each theater. How many seats are there in the cineplex?,0,0,1,0
A city wants to plant 2 trees on each block. How many trees will the city need for 414 blocks?,0,0,1,0
A seed company filled 555 bags with seed. They put 103 grams of seed in each bag. How many grams of seed are there in all the bags combined?,0,0,1,0
Kate organized a bike race that was 12 miles long. All 402 riders completed the race. How many miles were biked in all?,0,0,1,0
"As part of their charitable giving, 20 food companies sponsored a local food bank. Each company donated 303 cans of food. How many cans of food in total did the companies donate?",0,0,1,0
A store sells boxes of tissues that have 3 tissues in each box. The boxes are arranged 3 across and 1 deep on each shelf. How many tissues are there on each shelf?,0,0,1,0
"A brick company arranges the bricks 3 across, 5 deep, and 5 high in each crate. How many bricks are in each crate?",0,0,1,0
"In an apartment complex, there are 4 windows in each apartment, and 8 apartments on each floor. How many windows are there on 10 floors?",0,0,1,0
A soup company makes 2 kinds of soup. Each case of soup contains 2 cans of each kind of soup. How many cans of soup are there in 2 cases?,0,0,1,0
A teacher keeps all of her spelling lists in folders. Each list has 5 spelling words. The teacher puts 5 lists into each folder. How many spelling words are there on all the lists in 5 folders?,0,0,1,0
A school is selling cookies as a fundraiser. Each box contains 4 cookies. Each student can sell 5 boxes of cookies. How many cookies can 5 students sell?,0,0,1,0
"The bridge toll costs $4. While driving her delivery truck, Becky pays the bridge toll 5 times each day. How much will Becky spend on bridge tolls in 3 days?",0,0,1,0
"On Halloween, 4 children go trick-or-treating together. They each receive 3 pieces of candy from each house. How many pieces of candy will the group receive in all if they visit 5 houses?",0,0,1,0
"When Mabel jumps rope, she jumps 2 times per minute. She jumps for 2 minutes each session. How many jumps will Mabel do in 5 sessions?",0,0,1,0
"Liz and her friends went to 3 movies every weekend for the past 5 weeks. At every movie, they shared 3 pieces of licorice. How many pieces of licorice did they eat in all?",0,0,1,0
A pizza shop charges $2 for a slice of pizza. They cut each whole pizza into 5 slices. How much money will the pizza place make if they sell 4 pizzas?,0,0,1,0
"A warehouse store sells cartons of gum. Each carton contains 50 packs of gum, and there are 5 sticks of gum in each pack. How many sticks of gum are there in 20 cartons?",0,0,1,0
"Students from 5 schools wrote letters to the local newspaper. Each school had 4 students participate. If every student wrote 2 letters, how many letters did they write in all?",0,0,1,0
"Christina earns $5 for each dog she walks. She walks 2 dogs an hour. After walking dogs for 3 hours, how much money will Christina have earned?",0,0,1,0
"Clare earns $4 for each tree she trims. She trims 5 trees each hour. After trimming trees for 5 hours, how much money will Clare have earned?",0,0,1,0
"Each shed at the garden supply store has 3 rows of boxes of extra rakes. There are 2 boxes in each row. If there are 3 rakes in each box, how many rakes are in each shed?",0,0,1,0
"The choir is selling candy bars to raise money for a trip. They sell each candy bar for $4. There are 2 candy bars in each box, and each student in the choir can sell 5 boxes of candy bars. How much money can a student in the choir raise?",0,0,1,0
"A party store ordered balloons. Each box contains 5 bags of balloons, and there are 5 balloons in each bag. How many balloons are there in 2 boxes?",0,0,1,0
"At Oscar's Pizza, they always put exactly 5 pieces of pepperoni on each slice of pizza. Each pizza has 5 slices. How many pieces of pepperoni will Oscar's Pizza use on 5 pizzas?",0,0,1,0
A fast food chain uses plastic straws. The straws come in 5 different colors. Each package contains 5 straws in each color. How many plastic straws are there in 5 packages?,0,0,1,0
The movie theater charges $5 per ticket. They have 5 rows of seats and 4 seats in each row. How much money can the theater earn in ticket sales for each show?,0,0,1,0
A pizza shop charges $3 for a slice of pizza. They cut each whole pizza into 5 slices. How much money will the pizza place make if they sell 5 pizzas?,0,0,1,0
"When Jackson jumps rope, he jumps 4 times per minute. He jumps for 2 minutes each session. How many jumps will Jackson do in 5 sessions?",0,0,1,0
A store sells boxes of tissues that have 2 tissues in each box. The boxes are arranged 5 across and 3 deep on each shelf. How many tissues are there on each shelf?,0,0,1,0
There are 3 shuttle buses that go from the airport to the parking garage. The buses each have 4 rows of seats with 5 seats in each row. How many people can fit on all the shuttle buses to the parking garage?,0,0,1,0
"Dominic earns $5 for each tree he trims. He trims 2 trees each hour. After trimming trees for 3 hours, how much money will Dominic have earned?",0,0,1,0
A school is selling cookies as a fundraiser. Each box contains 5 cookies. Each student can sell 2 boxes of cookies. How many cookies can 5 students sell?,0,0,1,0
"A cheese company arranges blocks of cheese 5 across, 2 deep, and 3 high in big coolers for shipping. How many blocks of cheese are in each cooler?",0,0,1,0
"The students at Zane's school collected magazines for recycling. Each student collected 5 stacks of magazines. There were 5 students participating, and they put 4 magazines in each stack. How many magazines did the school recycle?",0,0,1,0
"A brick company arranges the bricks 3 across, 2 deep, and 3 high in each crate. How many bricks are in each crate?",0,0,1,0
"A law firm keeps all of their documents in files. They put 5 documents in each file, and 5 files in each drawer. How many documents are there in 4 drawers?",0,0,1,0
A bus route is 2 miles long. The bus does the route 4 times each day. How many miles will the bus drive in 5 days?,0,0,1,0
"A new school bought pencils for all of the classrooms. There are 4 pencils in each package, and each box of pencils contains 2 packages. How many pencils are there in 3 boxes?",0,0,1,0
Jill's favorite ice cream shop uses plastic spoons. The spoons come in 5 different colors. Each package contains 5 spoons in each color. How many plastic spoons are there in 5 packages?,0,0,1,0
"A teacher keeps all of his papers in binders. Each binder has 5 sections, and the teacher puts 5 papers in each section. How many papers are there in 3 binders?",0,0,1,0
There are 3 buses that go to the shopping mall. The buses each have 3 rows of seats with 2 seats in each row. How many people can ride the bus to the mall if each seat is full?,0,0,1,0
"A fast food restaurant ordered paper plates. Each package contains 5 stacks of plates, and there are 5 paper plates in each stack. How many paper plates are there in 5 packages?",0,0,1,0
"The Haunted House Ride runs 2 times a day. It has 5 cars, each of which can hold 2 people. How many people can ride the Haunted House Ride in one day?",0,0,1,0
"A new hospital ordered bandages for all of the doctors' offices. There are 3 bandages in each pack, and each box of bandages contains 5 packs. How many bandages are there in 2 boxes?",0,0,1,0
"Mia earns $2 for each lawn she mows. She mows 2 lawns each day. After mowing lawns for 3 days, how much money will Mia have earned?",0,0,1,0
"A party store ordered balloons. Each box contains 5 bags of balloons, and there are 5 balloons in each bag. How many balloons are there in 3 boxes?",0,0,1,0
An airline owns 5 airplanes. Every airplane they own has 5 rows of seats with 2 seats in each row. How many passengers can the airline carry at once on all of its airplanes?,0,0,1,0
"The running club has 4 members. Each member runs 2 miles a day, 4 days a week. How many total miles do the club members run each week?",0,0,1,0
A truck driver always drives 40 miles per hour. He drives for 5 hours each day. How many miles will he drive in 4 days?,0,0,1,0
"A party supply store ordered paper cups. Each package contains 5 stacks of cups, and there are 5 cups in each stack. How many paper cups are there in 50 packages?",0,0,1,0
"When Lila jumps rope, she jumps 3 times per minute. She jumps for 3 minutes each session. How many jumps will Lila do in 5 sessions?",0,0,1,0
There are 200 polka dots on each dress. How many polka dots are there on 2 dresses?,0,0,1,0
A survey got 300 responses. The survey has 3 questions. How many total answers need to be processed?,0,0,1,0
A thread factory puts 300 meters of thread on each spool. How many meters of thread will the factory need to make to fill 3 spools?,0,0,1,0
A factory makes 30000 rubber bands every hour. How many rubber bands will the factory make in 8 hours?,0,0,1,0
An applesauce company ordered 3 shipments of apples. There were 450 apples in each shipment. How many apples did the company order in all?,0,0,1,0
Each weightlifter has to lift 200 pounds for a competition. How many pounds will 400 weightlifters lift all together?,0,0,1,0
A company has 20 customers. They send 35 e-mails to each customer. How many total e-mails does the company send?,0,0,1,0
Chloe's town has 3 schools. Each school has 50 students. How many students are there in Chloe's town?,0,0,1,0
A gum factory makes 575 sticks of gum per day. How many sticks of gum will the factory make in 58 days?,0,0,1,0
A sporting goods factory puts 35 playground balls in each shipment. How many playground balls will there be in 201 shipments?,0,0,1,0
Jessica counted the tiles on the gymnasium floor. The gym is 36 tiles long and 97 tiles wide. What is the total number of tiles on the gymnasium floor?,0,0,1,0
A researcher estimates that each person uses 61 gallons of water per day. About how many gallons of water will 62 people use in a day?,0,0,1,0
A movie theater ordered 49 boxes of candy. Each box contained 67 pieces of candy. About how many pieces of candy is that in all?,0,0,1,0
"Jenny wants to make sure that she is well rested, so she slept for 8 hours. If an hour has 60 minutes, how many minutes of sleep did she have?",0,0,1,0
"She also ate a hearty breakfast so that she would have enough energy. She bought 5 pieces of her favorite bread. If each piece of bread costs 30 cents, how much did Jenny spend for her breakfast?",0,0,1,0
"To get to school, Jenny decided to ride the school’s double decker bus. It’s a 30 minute ride. The bus has a total of 20 rows of seats and each row has a capacity of 4 kids. How many kids in total can ride the school bus?",0,0,1,0
"When she got to school, she saw that the school has 9 buildings, each having 30
classrooms. How many classrooms does the school have?",0,0,1,0
She also tried to get to know the teachers in the school. She found out that there are 7 departments in the school and each department has 20 teachers. Find out how many teachers are there in total.,0,0,1,0
"His first destination is the famous Sky Falls, one of the tallest waterfalls in his
country. It is said to be 20 times as tall as the tallest building in their city. If that
building is 9 feet tall, how tall is Sky Falls?",0,0,1,0
"When he arrived there, he went on to climb to the top of the falls. He started climbing at 10 o’clock. It usually takes 30 minutes for someone to get to the top. Stanley took time to see the view so his climb took 7 times longer than the usual. How many minutes did it take Stanley to get to the top?",0,0,1,0
"After coming down from the falls, he went to Rock Mist Mountains. If the mountain is 50 times farther from the city than Sky Falls, and Sky Falls is 8 miles from the city, how far are the Rocky Mist Mountains from the city?",0,0,1,0
"10 miles before reaching the mountains, Stanley stopped to buy new tires. If he bought 4 tires each for $60.00, how much did he spend for tires?",0,0,1,0
"It usually takes Stanley 3 hours to go around his two favorite places. If he took 10 times longer than the usual, find out how many hours it took him to go around the places this time.",0,0,1,0
"His first beneficiary was a nursing home for older ladies. He bought 3 boxes of flowers, with each box having 90 flowers. How many flowers did he buy for the nursing home? ",0,0,1,0
"Next on his list is the city’s Orphanage for Young Girls. He bought roses, lilies, sunflowers and daisies. If he bought 40 flowers of each type, how many flowers did the orphanage receive?",0,0,1,0
"Vice-mayor Alexander wanted to join in. He organized a party and invited the whole city to attend. The party would start at 6 o’clock. If he hired 5 caterers having 50 employees each, how many people are working at the party?",0,0,1,0
"Mayor Harvey wanted to add color to the party. He bought flowers representing the 7 colors of the rainbow. If he had 70 bouquets of flowers for each color, how many bouquets are there in all?",0,0,1,0
"The next day, 20 people called Mayor Harvey every hour for 8 hours to thank him for flowers! Find the total number of people who called Mayor Harvey.",0,0,1,0
"When they got to the beach, they rented a house to stay in. If there are seven of them including Dean, and each paid $70 for the rent, how much did they pay in total?",0,0,1,0
"Dean knew that they are going to stay at the beach for a while, so he brought 30 dollars for every week of their stay. If Dean is staying for 4 weeks there, how much money did he bring?",0,0,1,0
"After resting, they decided to go for a swim. Dan is 6 feet tall and weighs 150 pounds. If the depth of the water is 10 times Dean’s height, how deep was the water?",0,0,1,0
"Mark, Dean’s friend, decided to go for a boat ride. If the ride costs $8 for every mile and they travelled for 40 miles. How much would the ride cost Mark?",0,0,1,0
"Four weeks passed. It’s time for Dean to go home. Before they left, they bought some souvenirs. Each of them spent $90.00 buying gifts. Find out how much they all spent together.",0,0,1,0
"One particular day, he went into the room to take a look at his mineral samples. If he has 65 samples of minerals per shelf, and he has a total of 7 shelves, how many mineral samples does he have?",0,0,1,0
"He then classified some of the rocks into igneous, metamorphic and sedimentary. It took him 4 hours to soft them all out. If each classification has 246 samples each, how many rocks does he have in all?",0,0,1,0
"Bryan took a look at his books as well. He has a bookshelf almost 10 feet wide. If he has 56 books on each of the 9 shelves, how many books does he have on these shelves?",0,0,1,0
"Some of the books came from 4 countries that Bryan had visited; he collected 122 books per country. How many books does he have from those 4 countries in total?",0,0,1,0
"Bryan had 8 precious stones in his collection which he sold to his friend at the jewelry store which is 5 miles from his house. If the stones were sold for $1,785 each, how much money did Bryan get in total?",0,0,1,0
His day starts by going to the apple orchard. The farmers reported that each day they harvest 45 sacks of apples from each of the 8 sections of the orchard. How many apples are harvested every day?,0,0,1,0
"Next on Lewis’ checklist are the strawberry fields. There he found out that they can get 268 kg of fruit for every row of strawberry plants. If there are 7 rows of strawberry plants, how many kilograms (kg) of strawberries can they harvest?",0,0,1,0
Lewis then went 2 miles up the road to see the oranges being harvested. He found out that they harvest 83 sacks per day. How many sacks of oranges will they have after 6 days of harvest?,0,0,1,0
"Being his favorite, he saved checking on the grapevines for his last stop. He was told by one the pickers that they fill 324 drums of grapes per day. How many drums of grapes would be filled in 9 days?",0,0,1,0
"Lewis earns $1,367 every week during the 5 weeks of harvest. How much money does he earn during harvest season?",0,0,1,0
"The sanctuary was divided into different regions. The first region to be built was a bird sanctuary. Initially, he had 29 endangered bird species in that region. If each species has 7 pairs of birds, how many pairs does he have in total?",0,0,1,0
"How many cookies would you have if you had 37 bags of cookies with 19 cookies
in each bag?",0,0,1,0
"Each day you put a bag of garbage that weighs 55 pounds in the dumpster. How
many pounds of garbage will you put in the dumpster in 4 weeks?",0,0,1,0
"This year on your 11th birthday your mother tells you that she is exactly 3 times
as old as you are. How old is she?",0,0,1,0
"The Ferris wheel in Paradise Park has 14 seats. Each seat can hold 6 people.
How many people can ride the Ferris wheel at the same time?",0,0,1,0
"A garden has 52 rows and 15 columns of bean plants. How many plants are
there in all?",0,0,1,0
"A sandbox is 312 centimeters long and 146 centimeters wide. How many square
centimeters of ground does the sandbox cover?",0,0,1,0
There are 261 fishbowls. Each fishbowl has 23 fish. How many fish are there?,0,0,1,0
A car travels for 4 hours at 68 miles per hour. How far has it travelled?,0,0,1,0
A window cleaner earns $24 an hour. How much will he have earnt in a week where he works for 14 hours?,0,0,1,0
A banana contains about 89 calories. How many calories in 6 bananas?,0,0,1,0
There are 4 diamond rings for sale at a jewelry store. Each ring costs $676. How much would it cost to buy all 4 diamond rings?,0,0,1,0
"To encourage interest in bicycling, 4 companies sponsored a bicycle race. Each company donated $7,846 for the race. How much money was donated for the race?",0,0,1,0
"For a school party, the principal bought 4 big bags of candy. There were 4,443 pieces of candy in each bag. How many pieces of candy did the principal buy in all?",0,0,1,0
"There are 2 bags of beans. Each bag contains 5,955 beans. How many beans are there in all?",0,0,1,0
A flashlight requires 2 batteries to function. How many batteries in all would 7 such flashlights require?,0,0,1,0
A CD contains 4 music tracks. How many music tracks would 8 such CDs contain?,0,0,1,0
A rectangle is 5 inches long and 4 inches wide. Find the area of the rectangle.,0,0,1,0
Norah uses an ounce of butter to bake 9 cookies. How many cookies can she bake with 8 ounches of butter?,0,0,1,0
A tour operator owns a small eet of 8 cars of the same make. Each car is filled with 2 liters of engine oil. How many liters in all have been filled in the cars?,0,0,1,0
8 friends go out to grab a bite at a restaurant. Each one picks a snack tray that costs $9. How much will the bill total up to?,0,0,1,0
Martha uses 3 balls of yarn to knit a scarf. How many balls of yarn would she require to knit 9 scarves?,0,0,1,0
David walks 3 miles in an hour. How many miles can he walk in an average in 3 hours?,0,0,1,0
Elena uses 2 strips of quilling paper to make a pretty necklace. How many strips will she require to make 500 necklaces?,0,0,1,0
Mrs. Wilson has invited 8 guests over for coffee. She puts 2 sugar cubes for every cup of coffee she makes. How many sugar cubes will she use in all?,0,0,1,0
Frank won a medal in 4 competitions he participated in. Terry won twice as many medals as Frank. How many medals did Terry win?,0,0,1,0
A wall is 4 feet high. A fence that is built over it is 3 times the height of the wall. What is the height of the fence?,0,0,1,0
George visits a store to buy 2 ash drives. They are priced at $28 each. How much does he need to spend on his purchase?,0,0,1,0
Jim goes to a movie with his parents and brother. Each movie ticket costs $20. How much in all does Jim pay for the tickets?,0,0,1,0
"During a practice session, Frank swims an average of 19 laps in an hour. If he were to atttend 5 practice sessions, how many laps will he be able to cover on an average?",0,0,1,0
"James, a crane operator works on 8 hour shifts everyday. If he worked 22 days in a month, how many hours of work did he put in altogether?",0,0,1,0
"Joy made 3 trips to the candy store. For every trip she made, she bought 12 packs of orange candies. How many packs of candies did Joy buy in total?",0,0,1,0
"John has 8 spare bicycle wheels in his garage. If each wheel has 32 spokes in them, how many spokes do all the wheels have in total?",0,0,1,0
"During the Fourth of July parade, children are made to stand in 10 rows that have 3 columns each. How many children in total are performing at the parade?",0,0,1,0
"Kylie, Linda, and Jack visit a cafe. They buy 3 packs of espresso ground cofee. If each pack costs $26, how much do they spend on their purchase?",0,0,1,0
A barrel can hold 42 gallons of crude oil. How many gallons of oil can 8 such barrels hold?,0,0,1,0
It takes 7 bricks to raise a wall to a height of one square foot. How many bricks will it take to raise the wall to a height of 12 square feet?,0,0,1,0
"In 2015, the average electricity consumption for a US residential customer per day was 30 kWh? Find the average electricity consumption per week?",0,0,1,0
"Mr Allen buys 9 Christmas stocks to decorate the fireplace mantel. If a stocking costs $12, how much did Mr Allen spend in all on his purchase?",0,0,1,0
The Allens invited 8 friends over for a party. They had 2 cups of hot chocolate each through the day. How many cups of hot chocolate did the Allens' guests have?,0,0,1,0
"Gina's big sister, Sasha, is practicing for an inter-school skating championship. If she puts in 3 hours of practice over 16 days, how many hours in all did she spend on her practice sessions?",0,0,1,0
"Mr Newman enrolls as part of a 6 member adult basketball team. If each member has to pay $500 towards registration, how much did Mr Newman's team have to pay in all?",0,0,1,0
The Sunnydale Library checks out an average of 20 books per hour. Find the number of books on average that will be checked out in 6 hours?,0,0,1,0
"The public library conducted a book sale on old paperbacks. Suzy bought 24 of them. If each book was priced at $3 each, how much did Suzy spend in all on her purchase?",0,0,1,0
A distilled water supplier supplies an average of 57 cans of water a day to a medium-scale company. Find the number of cans it would sell in a leap year. There are 366 days in a leap year.,0,0,1,0
"Bennett, a craftsman, receives an order to ship 103 teapots. He charges $32 to ship a teapot. How much will the shipment cost?",0,0,1,0
A semiskilled worker in a steel manufacturing company earns $80 as daily wages. How much will the company needs to pay 313 such workers?,0,0,1,0
A train that connects 2 towns has 42 stops on its route. The train halts for 154 seconds at each stop. How many seconds in total would the train halt during the entire journey?,0,0,1,0
A firework factory sells 50 packs of cherry bombs in a carton. How many packs of cherry bombs will be found in 250 such cartons?,0,0,1,0
A barbecue restaurant chargrills an average of 69 pounds of chicken in a day. Find the amount of chicken the restaurant would require for 287 days?,0,0,1,0
A deck has 52 playing cards. A playing card factory prints 989 decks in 24 hours. How many cards in all will be printed in a day?,0,0,1,0
"A cup of dried, uncooked figs contains 371 calories. How many calories on an average would 13 cups of figs contain?",0,0,1,0
Layla purchased 14 books online. it took an average of 135 seconds for each book to download. How many seconds on an average did it take to download all the books she had ordered?,0,0,1,0
Rachel sells oval pot planters. A particular variety was priced at $109. She sold 110 such pot planters. What was the revenue generated from the sales she made?,0,0,1,0
A web offset printer can print 500 copies in 1 minute. How many copies can be produced in 120 minutes.,0,0,1,0
Julia uses the treadmill and sets a target to burn 550 calories a day. How many calories can she burn in 145 days if she strictly sticks to her target?,0,0,1,0
A toy manufacturing unit produces 927 toys in a day. How many toys will the unit manufacture in 182 days?,0,0,1,0
There are 102 apartments in each block of a gated community. How many apartments will be found in a total of 101 blocks?,0,0,1,0
"A supermarket places an order with regional distributor for 168 packs of LEGO Friends play sets. If each set is priced at $119, what is the total worth of the transaction?",0,0,1,0
The sales report of a hotel shows a daily average profit of $399. What will be the average profit made by the hotel from January? There are 31 days in January.,0,0,1,0
"There are 25 pineapples in a basket, each of them weighing 100 grams. What is the total weight of the basket?",0,0,1,0
"A Indie-rock band performs in New York City. 689 tickets were sold out. if each ticket was priced at $101, what was the total collection made?",0,0,1,0
A huge plant nursery in Seattle has shrubs arranged in 306 rows. Each row has 416 shrubs. How many shrubs does the nursery hold in all?,0,0,1,0
124 bottles of mineral water can be packed in a corrugated box. How many bottles can be accommodated in 7 such boxes?,0,0,1,0
"The annual preschool fee for St. John's school is $16,500. Mrs. Gillian admits her triplets in the beginning of the school year. What is the total annual fees paid by Gillian?",0,0,1,0
A total of 2000 architectural glass plates are required to decorate the exterior of a two-story building. How many glass plates will be required to decorate a six-story building?,0,0,1,0
"Adam chooses a US Internet monthly plan worth $298. If he chooses to continue with the plan over a 6-month period, how many dollars in all will he end up paying the service provider?",0,0,1,0
"The average weight of a dirt bike is 199 pounds. If a truck is loaded with 9 such dirt bikes, how many pounds does the truck hold in all?",0,0,1,0
There are 555 spiders spinning webs under a porch. Each spider has 8 legs. How many legs do the spiders have all together?,0,0,1,0
"After a game, Lilli's baseball team went out for ice cream. There are 9 players on the team and they each ate 2 scoops of ice cream. How many scoops of ice cream did the team eat?",0,0,1,0
An art teacher has 6 boxes of chalk to draw an outdoor mural. Each box has 7 pieces of chalk. How many pieces of chalk does the art teacher have?,0,0,1,0
A roller coaster has 4 different cars. Each car holds 10 people. How many people are on the roller coaster when all the cars are full?,0,0,1,0
George is making scrambled eggs for his family for breakfast. There are 4 people in his family and each person can eat 2 eggs. How many eggs should George cook all together?,0,0,1,0
Felix took 8 pictures each day during his family's 7-day trip to the Grand Canyon. How many pictures did Felix take all together?,0,0,1,0
"On one table at a book fair, there are 3 rows of books with 6 books in each row. What is the number of books on the table?",0,0,1,0
Lloyd runs a bakery. he places a monthly order for 128 pounds of all-purpose flour every week. How many pounds of flour will he have ordered over 4 weeks?,0,0,1,0
"The perimeter of a rectangular plot of land owned by Bryce measures 300 yards. He plans for a wire mesh fence. If the cost per unit length of the wire mesh is $8, what will be the total cost to fence the perimeter?",0,0,1,0
"A poultry farm rears a variety of fowls in 7 sheds. If each shed houses 1840 fowls, how many fowls does the poultry farm rear in all?",0,0,1,0
"If on an average a person blinks 28,800 times a day, how many times will she blink in 30 days?",0,0,1,0
20 people are coming to a party. We have purchased 5 bottles of soda for the party. The party will last for 3 hours and each bottle has 2 liters of soda. 6 bottles of soda were also used for a picnic last week. How many liters of soda do we have for the party?,0,0,1,0
"The area of an apple orchard measures 52 hectares. If one hectare has 1568 trees, how many apple trees in all can be found in the orchard?",0,0,1,0
Every morning 100 elephants come to the watering hole. In the evening 0.5 times as many elephants come. How many elephants come to the watering hole in the evening?,0,0,1,0
There are 555 penguins on Snowy Rock. There are 7 times as many penguins on Glacier Point. How many penguins are there on Glacier Point?,0,0,1,0
"The average yield of wheat per acre is 56 bushels which is equivalent to 3,360 pounds. How many pounds of wheat will 32 hectares of land produce on an average?",0,0,1,0
"Kira unravels a shirt to get blue thread. From each centimeter of the shirt, Kira gets 231 cm of threat. She unravels 7 cm of the shirt. How much thread does Kira get?",0,0,1,0
Leslie tunes musical instruments. Leslie tuned a guitar with 66 strings today. Then she tuned a piano with 3 times as many strings. How many strings did the piano have?,0,0,1,0
Leia is setting up 417 toy cars. Each car needs 33 batteries to drive. How many batteries does Leia need for her cars?,0,0,1,0
A cat has 24 whiskers by its nose. A manatee has 25 times as many whiskers. How many whiskers does a manatee have?,0,0,1,0
"The Rafters employ a full-time nanny to take care of their toddler. If she is paid $2,190 a month, how much will they have to pay the nanny over a period of 11 months?",0,0,1,0
"An umbrella table for 8 at the Cleveland air show costs $1,150. If 98 such tables have been reserved, how much revenue was generated in all?",0,0,1,0
Zane is putting the strings on 555 harps. Each harp has 48 strings. How many strings does Zane need for all 555 harps?,0,0,1,0
"The population of a town in the year 1964 was 74,380. In 1979, the town witnessed a thirteen-fold increase in the population than what it was in 1964. What was the total population in 1979?",0,0,1,0
"One hour has 3,600 seconds. How many seconds make 24 hours?",0,0,1,0
"A web page on Google receives an average of 14,800 views per day. How many views will the web page receive on an average in 13 days?",0,0,1,0
"Nora takes an interest-free loan from her father to buy a car. If she pays her father $1528 per month over a 16-month period, what is the cost of the car?",0,0,1,0
Rhonda the rabbit found 222 carrots. Her friend Bob found 5 times as many carrots. How many carrots did Bob find?,0,0,1,0
"Aidan is making 14 jars of honey peanut butter. He wants to use 45 milliliters of honey in each jar.
How much honey in millileters will Aidan use in all?",0,0,1,0
Chris has 4 rocks that each weigh 12 kilograms. He can lift all of the rocks above his head at once! Find out how many kilograms Chris can lift above his head.,0,0,1,0
Tannis's first machine could throw a car 27 meters. She studied her first machine and built a better one. Her second machine could throw a car 7 times as far. How far does the second machine throw a car?,0,0,1,0
Frederic read 47 pages of books this month. Jeane read 3 times as many pages as Frederic. How many pages did Jeane read?,0,0,1,0
An octopus has 8 legs. Kyle counted 5 octopi in the tank. How many legs are there in the tank?,0,0,1,0
Vera owns 17 pairs of socks. How many socks does she have in all?,0,0,1,0
Mrs. Jackson drives to work 5 days a week. She drives 24 miles each day. How many miles does Mrs Jackson drive altogether?,0,0,1,0
Each car at the school has 4 tires. There are 43 cars in the parking lot. How many tires are there altogether?,0,0,1,0
Abby wants to watch a show with 4 seasons. Each season has 20 episodes. What is the total number of episodes Abby needs to watch to finish the show?,0,0,1,0
Cammy took 29 pictures a day on her new camera. She recently bought the camera about 20 days ago. How many pictures has she taken on her new camera so far?,0,0,1,0
Billy puts $7 of his allowance into a piggy bank every month for 8 months. How much money is in the piggy bank after 8 months?,0,0,1,0
Carter has 6 presents. Mason has 9 times more presents than Carter. How many presents does Mason have than Carter?,0,0,1,0
Jenna is going to give 20 biscuits to each of her dogs. She has 4 poodles. How many biscuits will she need to accomplish this task?,0,0,1,0
A hummingbird visited 35 flowers. A bee visited 3 times as many flowers. How many flowers did the bee visit?,0,0,1,0
Jenny spent 10 minutes to practice each of her songs for a recital. She has 2 songs to practice. How much time would she spend practicing?,0,0,1,0
A pencil costs 74 cents. How much do 3 pencils cost?,0,0,1,0
"If each pizza oven costs $2,700 and Tom wants to buy 6 for his restaurant, how much money will he have to pay for all of the ovens?",0,0,1,0
